"","X.GENE_SYMBOL","ENTREZ_GENE_ID","EXOMISER_GENE_PHENO_SCORE","EXOMISER_GENE_VARIANT_SCORE","EXOMISER_GENE_COMBINED_SCORE","HUMAN_PHENO_SCORE","MOUSE_PHENO_SCORE","FISH_PHENO_SCORE","WALKER_SCORE","PHIVE_ALL_SPECIES_SCORE","OMIM_SCORE","MATCHES_CANDIDATE_GENE","HUMAN_PHENO_EVIDENCE","MOUSE_PHENO_EVIDENCE","FISH_PHENO_EVIDENCE","HUMAN_PPI_EVIDENCE","MOUSE_PPI_EVIDENCE","FISH_PPI_EVIDENCE"
"211","MCMDC2",157777,0,0.9059,0.0069,0,0,0,0,0,1,0,"","","","","",""
"212","PCDHGA9",56107,0,0.9017,0.0066,0,0,0,0,0,1,0,"","","","","",""
"213","PSG6",5675,0,0.8886,0.0059,0,0,0,0,0,1,0,"","","","","",""
"214","OR8U1",219417,0,0.885,0.0057,0,0,0,0,0,1,0,"","","","","",""
"215","ZNF511",118472,0,0.867,0.0048,0,0,0,0,0,1,0,"","","","","",""
"216","SLC22A23",63027,0,0.857,0.0044,0,0,0,0,0,1,0,"","","","","",""
"217","FADS6",283985,0,0.8512,0.0042,0,0,0,0,0,1,0,"","","","","",""
"218","GYPB",2994,0,0.831,0.0035,0,0,0,0,0,1,0,"","","","","",""
"219","GIMAP2",26157,0,0.8286,0.0034,0,0,0,0,0,1,0,"","","","","",""
"220","ZDHHC21",340481,0,0.8125,0.0029,0,0,0,0,0,1,0,"","","","","",""
"221","ADAMTSL3",57188,0,0.8033,0.0027,0,0,0,0,0,1,0,"","","","","",""
"222","C10orf71",118461,0,0.8,0.0026,0,0,0,0,0,1,0,"","","","","",""
"223","DEPDC4",120863,0,0.8,0.0026,0,0,0,0,0,1,0,"","","","","",""
"224","HLA-DRB6",3128,0,0.8,0.0026,0,0,0,0,0,1,0,"","","","","",""
"225","MED12L",116931,0,0.8,0.0026,0,0,0,0,0,1,0,"","","","","",""
"226","NXPE1",120400,0,0.8,0.0026,0,0,0,0,0,1,0,"","","","","",""
"227","UGT2A1",10941,0,0.8,0.0026,0,0,0,0,0,1,0,"","","","","",""
"228","HAUS5",23354,0,0.7964,0.0025,0,0,0,0,0,1,0,"","","","","",""
"229","YAE1D1",57002,0,0.7877,0.0023,0,0,0,0,0,1,0,"","","","","",""
"230","LOC101926954",101926954,0,0.7483,0.0016,0,0,0,0,0,1,0,"","","","","",""
"231","C1orf198",84886,0,0.7446,0.0016,0,0,0,0,0,1,0,"","","","","",""
"232","RNF166",115992,0,0.7415,0.0015,0,0,0,0,0,1,0,"","","","","",""
"233","SEPT4",5414,0.5001,0.1457,0.0012,0,0,0,0.5001,0.5001,1,0,"","","","Proximity to HTRA2 associated with 3-methylglutaconic aciduria, type VIII (OMIM:617248): Spasticity (HP:0001257)-Hypertonia (HP:0001276), Dystonia (HP:0001332)-Dystonia (HP:0001332), Microcephaly (HP:0000252)-Postnatal microcephaly (HP:0005484), Cataract (HP:0000518)-Cataract (HP:0000518), Methylmalonic aciduria (HP:0012120)-3-Methylglutaconic aciduria (HP:0003535), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Hypoplasia of the corpus callosum (HP:0002079), Cerebellar atrophy (HP:0001272)-Cerebral atrophy (HP:0002059), ","Proximity to HTRA2 Spasticity (HP:0001257)-dystonia (MP:0005323), Dystonia (HP:0001332)-dystonia (MP:0005323), Cerebellar atrophy (HP:0001272)-neurodegeneration (MP:0002229), ",""
"234","METTL22",79091,0,0.7091,0.0011,0,0,0,0,0,1,0,"","","","","",""
"235","TRPC6",7225,0.5001,0.1331,0.001,0.3288,0,0,0.5001,0.5001,1,0,"Glomerulosclerosis, focal segmental, 2 (OMIM:603965): Methylmalonic aciduria (HP:0012120)-Proteinuria (HP:0000093), ","","","Proximity to GRM1 associated with Spinocerebellar ataxia, autosomal recessive 13 (OMIM:614831): Spasticity (HP:0001257)-Abnormal pyramidal signs (HP:0007256), Microcephaly (HP:0000252)-Inferior vermis hypoplasia (HP:0007068), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","Proximity to GRM1 Spasticity (HP:0001257)-ataxia (MP:0001393), Dystonia (HP:0001332)-ataxia (MP:0001393), Methylmalonic aciduria (HP:0012120)-albuminuria (MP:0002871), Cerebellar atrophy (HP:0001272)-ataxia (MP:0001393), ",""
"236","KRTAP10-6",386674,0,0.6709,8e-04,0,0,0,0,0,1,0,"","","","","",""
"237","CCDC50",152137,0.5,0.071,6e-04,0,0,0,0.5,0.5,1,0,"","","","Proximity to SMPD1 associated with Niemann-Pick disease, type A (OMIM:257200): Spasticity (HP:0001257)-Spasticity (HP:0001257), ","Proximity to SMPD1 Spasticity (HP:0001257)-ataxia (MP:0001393), Dystonia (HP:0001332)-lethargy (MP:0005202), Cerebellar atrophy (HP:0001272)-cerebellum atrophy (MP:0014185), ",""
"238","TSNARE1",203062,0,0.6222,5e-04,0,0,0,0,0,1,0,"","","","","",""
"239","EP400",57634,0.5001,0.0322,4e-04,0,0,0,0.5001,0.5001,1,0,"","","","Proximity to NDUFAF2 associated with Leigh syndrome with leukodystrophy (ORPHA:255241): Spasticity (HP:0001257)-Progressive spastic paraplegia (HP:0007020), Dystonia (HP:0001332)-Dystonia (HP:0001332), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Focal T2 hyperintense basal ganglia lesion (HP:0007183), Cerebellar atrophy (HP:0001272)-Optic atrophy (HP:0000648), ","",""
"240","ZBTB7A",51341,0.5,0.025,4e-04,0,0,0,0.5,0.5,1,0,"","","","Proximity to SKI associated with 1p36 deletion syndrome (ORPHA:1606): Spasticity (HP:0001257)-Hemiplegia/hemiparesis (HP:0004374), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Cataract (HP:0000518)-Cataract (HP:0000518), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Agenesis of corpus callosum (HP:0001274), Cerebellar atrophy (HP:0001272)-Cerebral cortical atrophy (HP:0002120), ","Proximity to SKI Spasticity (HP:0001257)-abnormal olfactory bulb morphology (MP:0000819), Microcephaly (HP:0000252)-abnormal olfactory bulb morphology (MP:0000819), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal olfactory bulb morphology (MP:0000819), ",""
"241","OSR2",116039,0.1486,0.3436,2e-04,0,0,0.1486,0,0.1486,1,0,"","","Methylmalonic aciduria (HP:0012120)-abnormal(ly) decreased size pronephros (ZP:0009984), ","","",""
"242","MS4A12",54860,0,0.4721,1e-04,0,0,0,0,0,1,0,"","","","","",""
"243","HERC2",8924,0.25,0.059,0,0.2469,0,0,0.5,0.5,0.5,0,"Mental retardation, autosomal recessive 38 (OMIM:615516): Cataract (HP:0000518)-Blue irides (HP:0000635), ","","","Proximity to MRE11 associated with Ataxia-telangiectasia-like disorder (ORPHA:251347): Dystonia (HP:0001332)-Dystonia (HP:0001332), Microcephaly (HP:0000252)-Cerebellar vermis hypoplasia (HP:0001320), Ventriculomegaly (HP:0002119)-Enlarged interhemispheric fissure (HP:0100953), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","",""
"244","DUSP22",56940,0,0.3287,0,0,0,0,0,0,1,0,"","","","","",""
"245","SP110",3431,0.2516,0.0112,0,0.365,0,0,0.5032,0.5032,0.5,0,"Hepatic venoocclusive disease with immunodeficiency (OMIM:235550): Microcephaly (HP:0000252)-Microcephaly (HP:0000252), ","","","Proximity to IFIH1 associated with Aicardi-Goutieres syndrome 7 (OMIM:615846): Spasticity (HP:0001257)-Spastic tetraparesis (HP:0001285), Dystonia (HP:0001332)-Dystonia (HP:0001332), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Methylmalonic aciduria (HP:0012120)-Nephrotic syndrome (HP:0000100), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Basal ganglia calcification (HP:0002135), Cerebellar atrophy (HP:0001272)-Cerebral atrophy (HP:0002059), ","Proximity to IFIH1 Methylmalonic aciduria (HP:0012120)-glomerulonephritis (MP:0002743), ",""
"246","PIGW",284098,0.2504,0.003,0,0,0,0,0.5008,0.5008,0.5,0,"","","","Proximity to ALG3 associated with Congenital disorder of glycosylation, type Id (OMIM:601110): Spasticity (HP:0001257)-Hypertonia (HP:0001276), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Cataract (HP:0000518)-Iris coloboma (HP:0000612), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","",""
"247","FAM171B",165215,0,0.2426,0,0,0,0,0,0,1,0,"","","","","",""
"248","CDC42BPB",9578,0,2e-04,0,0,0,0,0,0,1,0,"","","","","",""
"249","RPS6KA5",9252,0.5044,1,0.7574,0,0.5007,0,0.5044,0.5044,1,0,"","Spasticity (HP:0001257)-increased susceptibility to neuronal excitotoxicity (MP:0008235), Ventriculomegaly (HP:0002119)-enlarged brain ventricles (MP:0011380), ","","Proximity to RPS6KA3 associated with Coffin-Lowry syndrome (ORPHA:192): Spasticity (HP:0001257)-Progressive spasticity (HP:0002191), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Cataract (HP:0000518)-Cataract (HP:0000518), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Aplasia/Hypoplasia of the corpus callosum (HP:0007370), Cerebellar atrophy (HP:0001272)-Aplasia/Hypoplasia of the cerebellum (HP:0007360), ","Proximity to RPS6KA3 Microcephaly (HP:0000252)-decreased cranium length (MP:0011862), ",""
"250","HLA-DRB5",3127,0.5041,1,0.7569,0,0,0,0.5041,0.5041,1,0,"","","","Proximity to AP1S2 associated with Mental retardation, X-linked syndromic 5 (OMIM:304340): Spasticity (HP:0001257)-Spasticity (HP:0001257), Microcephaly (HP:0000252)-Dandy-Walker malformation (HP:0001305), Ventriculomegaly (HP:0002119)-Hydrocephalus (HP:0000238), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Abnormality of the basal ganglia (HP:0002134), Cerebellar atrophy (HP:0001272)-Dandy-Walker malformation (HP:0001305), ","Proximity to AP1S2 Spasticity (HP:0001257)-abnormal synaptic vesicle clustering (MP:0004793), Dystonia (HP:0001332)-hypoactivity (MP:0001402), ",""
"251","MAP2K3",5606,0.5024,1,0.7536,0,0,0,0.5024,0.5024,1,0,"","","","Proximity to BRAF associated with Cardiofaciocutaneous syndrome (OMIM:115150): Spasticity (HP:0001257)-Hypertonia (HP:0001276), Microcephaly (HP:0000252)-Relative macrocephaly (HP:0004482), Ventriculomegaly (HP:0002119)-Hydrocephalus (HP:0000238), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Aplasia/Hypoplasia of the corpus callosum (HP:0007370), Cerebellar atrophy (HP:0001272)-Cerebral cortical atrophy (HP:0002120), ","Proximity to BRAF Spasticity (HP:0001257)-shortened head (MP:0000435), Dystonia (HP:0001332)-hyperactivity (MP:0001399), Microcephaly (HP:0000252)-shortened head (MP:0000435), Cataract (HP:0000518)-cataract (MP:0001304), Methylmalonic aciduria (HP:0012120)-abnormal kidney morphology (MP:0002135), Abnormal basal ganglia MRI signal intensity (HP:0012751)-shortened head (MP:0000435), ",""
"252","MAML3",55534,0.5001,1,0.7492,0,0,0,0.5001,0.5001,1,0,"","","","Proximity to FBXL4 associated with Mitochondrial DNA depletion syndrome 13 (OMIM:615471): Spasticity (HP:0001257)-Leukodystrophy (HP:0002415), Dystonia (HP:0001332)-Dystonia (HP:0001332), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Cataract (HP:0000518)-Cataract (HP:0000518), Methylmalonic aciduria (HP:0012120)-Hyperalaninemia (HP:0003348), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Hypoplasia of the corpus callosum (HP:0002079), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","",""
"253","PDE4DIP",9659,0.5001,1,0.7492,0,0.349,0,0.5001,0.5001,1,0,"","Dystonia (HP:0001332)-hyperactivity (MP:0001399), ","","Proximity to SLC25A19 associated with Amish lethal microcephaly (ORPHA:99742): Spasticity (HP:0001257)-Limb hypertonia (HP:0002509), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Methylmalonic aciduria (HP:0012120)-Organic aciduria (HP:0001992), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Agenesis of corpus callosum (HP:0001274), Cerebellar atrophy (HP:0001272)-Cerebellar vermis hypoplasia (HP:0001320), ","Proximity to SLC25A19 Spasticity (HP:0001257)-microcephaly (MP:0000433), Microcephaly (HP:0000252)-microcephaly (MP:0000433), Methylmalonic aciduria (HP:0012120)-ketoaciduria (MP:0002893), Ventriculomegaly (HP:0002119)-absent brain ventricles (MP:0012677), Abnormal basal ganglia MRI signal intensity (HP:0012751)-microcephaly (MP:0000433), ",""
"254","KCNJ12",3768,0.5001,1,0.7491,0,0,0,0.5001,0.5001,1,0,"","","","Proximity to FKRP associated with Muscular dystrophy-dystroglycanopathy (OMIM:606612): Spasticity (HP:0001257)-Pachygyria (HP:0001302), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Abnormality of the cerebral white matter (HP:0002500), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","Proximity to FKRP Spasticity (HP:0001257)-abnormal neuronal migration (MP:0006009), Microcephaly (HP:0000252)-abnormal stratification in cerebral cortex (MP:0000790), Cataract (HP:0000518)-corneal opacity (MP:0001314), Ventriculomegaly (HP:0002119)-dilated lateral ventricles (MP:0000825), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal stratification in cerebral cortex (MP:0000790), Cerebellar atrophy (HP:0001272)-abnormal cerebellar foliation (MP:0000857), ","Proximity to FKRP Spasticity (HP:0001257)-abnormal(ly) disorganized retinal neural layer (ZP:0002395), Cataract (HP:0000518)-abnormal(ly) disorganized retinal neural layer (ZP:0002395), Methylmalonic aciduria (HP:0012120)-abnormal(ly) disrupted protein glycosylation (ZP:0008719), "
"255","FRS2",10818,0.5378,0.9432,0.7241,0,0.5378,0,0.5028,0.5378,1,0,"","Spasticity (HP:0001257)-abnormal cerebral cortex morphology (MP:0000788), Microcephaly (HP:0000252)-microcephaly (MP:0000433), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal cerebral cortex morphology (MP:0000788), Cerebellar atrophy (HP:0001272)-abnormal cerebellum development (MP:0000854), ","","Proximity to KRAS associated with Encephalocraniocutaneous lipomatosis (ORPHA:2396): Spasticity (HP:0001257)-Spasticity (HP:0001257), Microcephaly (HP:0000252)-Macrocephaly (HP:0000256), Cataract (HP:0000518)-Corneal opacity (HP:0007957), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Agenesis of corpus callosum (HP:0001274), Cerebellar atrophy (HP:0001272)-Subcortical cerebral atrophy (HP:0012157), ","Proximity to KRAS Microcephaly (HP:0000252)-decreased cranium length (MP:0011862), Methylmalonic aciduria (HP:0012120)-abnormal kidney morphology (MP:0002135), ",""
"256","CDH23",64072,0.5201,0.9358,0.6708,0.5201,0.3523,0.2309,0.5,0.5201,1,0,"Usher syndrome type 1 (ORPHA:231169): Spasticity (HP:0001257)-Cerebral cortical atrophy (HP:0002120), Microcephaly (HP:0000252)-Subcortical cerebral atrophy (HP:0012157), Cataract (HP:0000518)-Cataract (HP:0000518), Cerebellar atrophy (HP:0001272)-Subcortical cerebral atrophy (HP:0012157), ","Dystonia (HP:0001332)-decreased vertical activity (MP:0002757), ","Spasticity (HP:0001257)-abnormal(ly) process quality afferent neuron neuron projection development (ZP:0006497), ","Proximity to VANGL2 associated with Neural tube defects (OMIM:182940): Microcephaly (HP:0000252)-Anencephaly (HP:0002323), Methylmalonic aciduria (HP:0012120)-Urinary incontinence (HP:0000020), Ventriculomegaly (HP:0002119)-Hydrocephalus (HP:0000238), ","Proximity to VANGL2 Spasticity (HP:0001257)-abnormal hippocampus morphology (MP:0000807), Dystonia (HP:0001332)-decreased vertical activity (MP:0002757), Microcephaly (HP:0000252)-abnormal hippocampus morphology (MP:0000807), Ventriculomegaly (HP:0002119)-abnormal brain ventricle morphology (MP:0000822), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal dorsal striatum morphology (MP:0004102), ","Proximity to VANGL2 Spasticity (HP:0001257)-abnormal(ly) process quality hindbrain motor neuron migration (ZP:0002533), Methylmalonic aciduria (HP:0012120)-abnormal(ly) decreased functionality pronephric duct cilium (ZP:0002547), Ventriculomegaly (HP:0002119)-abnormal(ly) duplicated fourth ventricle (ZP:0002540), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal(ly) mislocalised facial nerve motor nucleus (ZP:0002106), Cerebellar atrophy (HP:0001272)-abnormal(ly) mislocalised facial nerve motor nucleus (ZP:0002106), "
"257","GABPB1",2553,0.5,0.9044,0.5536,0,0.3877,0,0.5,0.5,1,0,"","Spasticity (HP:0001257)-paraparesis (MP:0009434), Microcephaly (HP:0000252)-paraparesis (MP:0009434), Abnormal basal ganglia MRI signal intensity (HP:0012751)-paraparesis (MP:0009434), ","","Proximity to EARS2 associated with Combined oxidative phosphorylation deficiency 12 (OMIM:614924): Spasticity (HP:0001257)-Spastic tetraparesis (HP:0001285), Dystonia (HP:0001332)-Dystonia (HP:0001332), Microcephaly (HP:0000252)-Hypoplasia of the corpus callosum (HP:0002079), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Leukoencephalopathy (HP:0002352), Cerebellar atrophy (HP:0001272)-Leukoencephalopathy (HP:0002352), ","",""
"258","MYO15A",51168,0.5,0.8585,0.4485,0,0.4788,0,0.5,0.5,1,0,"","Cataract (HP:0000518)-cataract (MP:0001304), ","","Proximity to GJA1 associated with Oculodentodigital dysplasia (OMIM:164200): Spasticity (HP:0001257)-Spasticity (HP:0001257), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Cataract (HP:0000518)-Cataract (HP:0000518), Methylmalonic aciduria (HP:0012120)-Neurogenic bladder (HP:0000011), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Basal ganglia calcification (HP:0002135), ","Proximity to GJA1 Cataract (HP:0000518)-cataract (MP:0001304), ",""
"259","RSPH6A",81492,0.5,0.85,0.4293,0,0,0,0.5,0.5,1,0,"","","","","Proximity to CYB561 Spasticity (HP:0001257)-microcephaly (MP:0000433), Dystonia (HP:0001332)-abnormal locomotor activation (MP:0003313), Microcephaly (HP:0000252)-microcephaly (MP:0000433), Cataract (HP:0000518)-cataract (MP:0001304), Abnormal basal ganglia MRI signal intensity (HP:0012751)-microcephaly (MP:0000433), ",""
"260","CHKB",1120,0.5004,0.8068,0.337,0.365,0.3877,0,0.5004,0.5004,1,0,"Muscular dystrophy, congenital, megaconial type (OMIM:602541): Microcephaly (HP:0000252)-Microcephaly (HP:0000252), ","Spasticity (HP:0001257)-paraparesis (MP:0009434), Microcephaly (HP:0000252)-paraparesis (MP:0009434), Abnormal basal ganglia MRI signal intensity (HP:0012751)-paraparesis (MP:0009434), ","","Proximity to SLC25A20 associated with Carnitine-acylcarnitine translocase deficiency (ORPHA:159): Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Methylmalonic aciduria (HP:0012120)-Dicarboxylic aciduria (HP:0003215), ","Proximity to SLC25A20 Methylmalonic aciduria (HP:0012120)-double ureter (MP:0011493), ",""
"261","SHPRH",257218,0.5,0.8051,0.3326,0,0,0,0.5,0.5,1,0,"","","","Proximity to SLC9A6 associated with Christianson syndrome (ORPHA:85278): Spasticity (HP:0001257)-Cerebral cortical atrophy (HP:0002120), Dystonia (HP:0001332)-Dystonia (HP:0001332), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Aplasia/Hypoplasia of the corpus callosum (HP:0007370), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","Proximity to SLC9A6 Spasticity (HP:0001257)-ataxia (MP:0001393), Dystonia (HP:0001332)-hyperactivity (MP:0001399), Microcephaly (HP:0000252)-abnormal amygdala morphology (MP:0000818), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal amygdala morphology (MP:0000818), Cerebellar atrophy (HP:0001272)-abnormal cerebellar molecular layer (MP:0000889), ",""
"262","MUC16",94025,0.5,0.8037,0.3295,0,0,0,0.5,0.5,1,0,"","","","Proximity to AP1S2 associated with Mental retardation, X-linked syndromic 5 (OMIM:304340): Spasticity (HP:0001257)-Spasticity (HP:0001257), Microcephaly (HP:0000252)-Dandy-Walker malformation (HP:0001305), Ventriculomegaly (HP:0002119)-Hydrocephalus (HP:0000238), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Abnormality of the basal ganglia (HP:0002134), Cerebellar atrophy (HP:0001272)-Dandy-Walker malformation (HP:0001305), ","Proximity to AP1S2 Spasticity (HP:0001257)-abnormal synaptic vesicle clustering (MP:0004793), Dystonia (HP:0001332)-hypoactivity (MP:0001402), ",""
"263","TTBK1",84630,0.5037,0.787,0.3046,0,0,0,0.5037,0.5037,1,0,"","","","","Proximity to CDK5R1 Spasticity (HP:0001257)-ectopic Purkinje cell (MP:0000885), Dystonia (HP:0001332)-hyperactivity (MP:0001399), Microcephaly (HP:0000252)-abnormal cerebral cortex morphology (MP:0000788), Ventriculomegaly (HP:0002119)-dilated lateral ventricles (MP:0000825), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal striatum morphology (MP:0004077), Cerebellar atrophy (HP:0001272)-abnormal cerebellar molecular layer (MP:0000889), ","Proximity to CDK5R1 Spasticity (HP:0001257)-abnormal(ly) morphology retinal inner plexiform layer (ZP:0009492), Cataract (HP:0000518)-abnormal(ly) morphology retina (ZP:0000048), "
"264","RAI1",10743,0.2927,1,0.257,0.5854,0.3156,0,0.5,0.5854,0.5,0,"Smith-Magenis syndrome (ORPHA:819): Spasticity (HP:0001257)-Frontal bossing (HP:0002007), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Cataract (HP:0000518)-Microcornea (HP:0000482), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Aplasia/Hypoplasia of the corpus callosum (HP:0007370), ","Dystonia (HP:0001332)-increased vertical activity (MP:0002574), ","","Proximity to EXOSC3 associated with Pontocerebellar hypoplasia, type 1B (OMIM:614678): Spasticity (HP:0001257)-Spasticity (HP:0001257), Microcephaly (HP:0000252)-Progressive microcephaly (HP:0000253), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","","Proximity to EXOSC3 Spasticity (HP:0001257)-abnormal(ly) disrupted axonogenesis (ZP:0002183), Cerebellar atrophy (HP:0001272)-abnormal(ly) decreased size hindbrain (ZP:0002499), "
"265","UTP20",27340,0.5,0.7436,0.2206,0,0,0,0.5,0.5,1,0,"","","","Proximity to SPTAN1 associated with Epileptic encephalopathy, early infantile, 5 (OMIM:613477): Spasticity (HP:0001257)-Spastic tetraplegia (HP:0002510), Microcephaly (HP:0000252)-Progressive microcephaly (HP:0000253), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Hypoplasia of the corpus callosum (HP:0002079), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","Proximity to SPTAN1 Spasticity (HP:0001257)-abnormal lateral ventricle morphology (MP:0000823), Microcephaly (HP:0000252)-abnormal lateral ventricle morphology (MP:0000823), Ventriculomegaly (HP:0002119)-dilated brain ventricles (MP:0012676), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal lateral ventricle morphology (MP:0000823), ","Proximity to SPTAN1 Spasticity (HP:0001257)-abnormal(ly) increased length posterior lateral line nerve node of Ranvier (ZP:0008009), "
"266","TLR4",7099,0.5084,0.724,0.2051,0.4985,0.3166,0,0.5084,0.5084,1,0,"Behçet disease (ORPHA:117): Spasticity (HP:0001257)-Hemiparesis (HP:0001269), Cataract (HP:0000518)-Cataract (HP:0000518), Methylmalonic aciduria (HP:0012120)-Renal insufficiency (HP:0000083), ","Spasticity (HP:0001257)-decreased neuron apoptosis (MP:0003204), Dystonia (HP:0001332)-abnormal locomotor behavior (MP:0001392), ","","Proximity to PRDX1 associated with Methylmalonic aciduria and homocystinuria, cblC type, digenic (OMIM:277400): Spasticity (HP:0001257)-Cerebral cortical atrophy (HP:0002120), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Methylmalonic aciduria (HP:0012120)-Methylmalonic aciduria (HP:0012120), Ventriculomegaly (HP:0002119)-Hydrocephalus (HP:0000238), Cerebellar atrophy (HP:0001272)-Cerebral cortical atrophy (HP:0002120), ","",""
"267","HBD",3045,0.5033,0.6452,0.1061,0,0,0,0.5033,0.5033,1,0,"","","","Proximity to GLI3 associated with Pallister-Hall syndrome (ORPHA:672): Microcephaly (HP:0000252)-Arrhinencephaly (HP:0002139), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Abnormal basal ganglia MRI signal intensity (HP:0012751), Cerebellar atrophy (HP:0001272)-Cerebellar hypoplasia (HP:0001321), ","Proximity to GLI3 Spasticity (HP:0001257)-abnormal cerebral hemisphere morphology (MP:0008540), Microcephaly (HP:0000252)-abnormal cerebral hemisphere morphology (MP:0008540), Ventriculomegaly (HP:0002119)-abnormal cerebral aqueduct morphology (MP:0005537), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal cerebral hemisphere morphology (MP:0008540), Cerebellar atrophy (HP:0001272)-abnormal cerebellum morphology (MP:0000849), ",""
"268","KIAA1549L",25758,0.5003,0.6285,0.0898,0,0,0,0.5003,0.5003,1,0,"","","","","Proximity to HIPK2 Spasticity (HP:0001257)-dystonia (MP:0005323), Dystonia (HP:0001332)-dystonia (MP:0005323), Microcephaly (HP:0000252)-decreased substantia nigra size (MP:0020543), Abnormal basal ganglia MRI signal intensity (HP:0012751)-decreased substantia nigra size (MP:0020543), ",""
"269","AUH",549,0.7239,0.3743,0.089,0.7239,0,0.2599,0.5068,0.7239,1,0,"3-methylglutaconic aciduria type 1 (ORPHA:67046): Spasticity (HP:0001257)-Spastic tetraparesis (HP:0001285), Dystonia (HP:0001332)-Dystonia (HP:0001332), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Methylmalonic aciduria (HP:0012120)-3-Methylglutaconic aciduria (HP:0003535), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Abnormality of the basal ganglia (HP:0002134), ","","Methylmalonic aciduria (HP:0012120)-abnormal(ly) disrupted leucine metabolic process (ZP:0006843), ","Proximity to HMGCL associated with HMG-CoA lyase deficiency (OMIM:246450): Methylmalonic aciduria (HP:0012120)-Glutaric aciduria (HP:0003150), ","",""
"270","ATG2B",55102,0.524,0.4929,0.0351,0,0,0,0.524,0.524,1,0,"","","","Proximity to WDR45 associated with Beta-propeller protein-associated neurodegeneration (ORPHA:329284): Spasticity (HP:0001257)-Spastic paraparesis (HP:0002313), Dystonia (HP:0001332)-Dystonia (HP:0001332), Microcephaly (HP:0000252)-Cerebral atrophy (HP:0002059), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Iron accumulation in substantia nigra (HP:0012678), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","",""
